Name,Type,Form ID,Status,Also Known As,Count
Nahed Chapman New American Academy (NCNAA),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPB18,Marked/Current,,1
Narrow Gauge Brewing Company,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SLAM2,TGFM11",Marked/Current,,2
National Blues Museum,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL3,SFSL32,SFSLB16",Marked/Current,,3
Natural Bridge Boulevard,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPE4,Marked/Current,,1
Nebraska,Other Places,INDI11,Marked/Current,,1
Neighbor's House (unmarked),Personal Site,"MZSPG14,MZSPG15",Marked/Current,,2
Nelly's House (unmarked),Personal Site,MZSPE3,Marked/Current,,1
Nemesis (unmarked),Personal Site,MZSPG11,Marked/Current,,1
Nerinx Hall,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM33,Marked/Current,,1
New Aquarium,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","OFRC1,SFTF7,WUECB5,WUECB11",Potential/Imaginary,,4
New Roots Farm,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",AHFS8,Marked/Current,,1
New Town,Other Places,INDI10,Marked/Current,,1
Noah's Ark,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CCFV1,Erased /Demolished,,1
Normandy Golf Club,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPB28,Marked/Current,,1
North County,Other Places,"MZSPB12,TGPF8,MZSPN1",Marked/Current,,3
North Grand Water Tower,"""Infrastructure (Streets, Highways, Water Tower)""","AGGA1,AGGA13,SLPLA5,TVBP2",Marked/Current,,4
North Oaks Bowling Alley,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHMB1,Marked/Current,,1
North Side (St. Louis City),Other Places,"SFSL27,LOOP14,AHFS3,TGPF16,JCLB10",Marked/Current,,5
O'Connell's Pub,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","CAMF3,MZSPO4",Marked/Current,,2
O'Fallon Brewery,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM2,Marked/Current,,1
O'Fallon Park,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPA15,TRNG4,OFRC2,MOBG5,AGGA1",Marked/Current,,5
Oak Hill St,"""Infrastructure (Streets, Highways, Water Tower)""",MOHM17,Marked/Current,,1
Ohio Ave,"""Infrastructure (Streets, Highways, Water Tower)""",HMES4,Marked/Current,,1
Old Courthouse ,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPA2,MZSPA20,MZSPC1,MTHS5,MZSPE5,MZSPB8,MZSPB22,MZSPB29,MZSPF2,MZSPF3,MZSPF9,INDI12,SFSL2,SFSL8,SFSL10,SFSL15,SFSL17,SFSL23,SFSL27,SFSL41,TRNG4,MZSPH7,PULS16,SLAM19,SFSLB15,SFSLB16,WUEC15,TGFM9,TGPF6,MOHM21,TGPF23,WUECB4,CBOHA1,CLSC1,AGGA3,CAML6",Marked/Current,,36
Old Drive-in Theatre,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",INDI5,Erased /Demolished,,1
Old North St. Louis Neighborhood,Neighborhood (Internal and External Lines),"TRNG1,MZSPC1,MZSPC3,INDI15",Marked/Current,,4
Old Post Office,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",INDI15,Marked/Current,,1
Old Shaare Zedek Synagogue,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLA3,Marked/Current,,1
Old St. Louis Mound Group,Mounds,MZSPA21,Erased /Demolished,,1
Old State Rd,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPL2,Marked/Current,,1
Old Still Street,Personal Site,MOHM15,Marked/Current,,1
Old Town St. Charles,Other Places,"SFSL9,TGPF2",Marked/Current,,2
"Olive's ""China Town""",Other Places,"MZSPK11,SLPLC19",Marked/Current,,2
Olympia,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPO5,Marked/Current,,1
Organization for Black Struggle,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHMC1,Marked/Current,,1
Original Gumby Arch,Personal Site,SLAM18,Potential/Imaginary,,1
Orlando Avenue,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPB3,Marked/Current,,1
Orpheum Cleaning Co,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPL12,Marked/Current,,1
Orpheum Theater,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",LSRC6,Marked/Current,,1
Ozarkia,Other Places,MZSPB21,Marked/Current,,1
Package Liquor (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES4,Marked/Current,,1
Page Blvd,"""Infrastructure (Streets, Highways, Water Tower)""","PULS19,TGPF34,SLPLC18",Marked/Current,,3
Pagedale Arts & Recreation Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGPF15,Potential/Imaginary,,1
Pagedale Police Department,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGPF15,Marked/Current,,1
Palace Roller Skating Rink,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CCFV5,Marked/Current,,1
Pamoja Preparatory Academy,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLC22,Marked/Current,,1
Pappy's Smokehouse,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL15,SFSLB2,PAFB2",Marked/Current,,3
Paraquad,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGFM4,Marked/Current,,1
Parish (unmarked),Personal Site,SFSLB11,Marked/Current,,1
Park (unmarked),Personal Site,"SFSLB11,WUEC6,MOHMC4",Marked/Current,,3
Park Ave,"""Infrastructure (Streets, Highways, Water Tower)""",MOHM9,Marked/Current,,1
Parks (unmarked),Personal Site,"JCLB10,MOHMC1,MOHMD2",Marked/Current,,3
Parnell Street,"""Infrastructure (Streets, Highways, Water Tower)""",PULS10,Marked/Current,,1
Parson Field,"""Park Space (Park, Garden, Tree, Skate Park)""",HMES5,Marked/Current,,1
Pastaria,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPK8,Marked/Current,,1
Paul Laurence Dunbar Elementary School,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES3,Marked/Current,,1
Paula and Gregory Carter Monument,"""Artwork (Statue, Sculpture)""",CBOKA3,Potential/Imaginary,,1
Pavillion at Tower Grove Park,"""Artwork (Statue, Sculpture)""",SLPLB3,Marked/Current,,1
Peabody Housing Projects,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHMB2,Marked/Current,,1
Peacemaker Lobster and Crab,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPG14,MZSPG15",Marked/Current,,2
Peacock Diner,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPO5,Marked/Current,,1
Pearl Cafe,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CCFV3,Marked/Current,,1
People who think police can do no wrong,Personal Site,MZSPB21,Potential/Imaginary,,1
People's Finance Building,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA19,Erased /Demolished,,1
Peppermint Lounge,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",AGGA1,Erased /Demolished,,1
Percy Green Monument,Notable Site,TGPF3,Potential/Imaginary,,1
Perennial,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM2,Marked/Current,,1
Perennial Artisan Ales,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGFM11,Marked/Current,,1
Pernod Ave,"""Infrastructure (Streets, Highways, Water Tower)""",MOHM6,Marked/Current,,1
Petrichor,Notable Site,SLAM2,Marked/Current,,1
Pevely Dairy,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHMB2,Erased /Demolished,,1
Pharmacy (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES4,Marked/Current,,1
Pho Grand,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPL12,Marked/Current,,1
Piasa Bird,"""Artwork (Statue, Sculpture)""",SLAM1,Marked/Current,,1
Picasso's Coffee,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLC20,Marked/Current,,1
Piccone Bakery,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPL14,Marked/Current,,1
Picnic spot in Tower Grove Park (unmarked),Personal Site,SLAM10,Marked/Current,,1
Pieces Board Game Bar,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",PULS13,Marked/Current,,1
Pine Street Hotel,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA19,Erased /Demolished,,1
Pine Tree Grove,"""Park Space (Park, Garden, Tree, Skate Park)""",MOHMD4,Marked/Current,,1
Planetarium,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPE2,SLAM31,MZSPL3",Marked/Current,,3
Planned Parenthood,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","INDI10,INDI11",Marked/Current,,2
Planters Hotel,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPA20,CAMF2",Erased /Demolished,,2
Playground (unmarked),"""Park Space (Park, Garden, Tree, Skate Park)""","SFSL36,AGGA6",Potential/Imaginary,,2
Plazas and Squares for Communal Gathering,"""Park Space (Park, Garden, Tree, Skate Park)""",SLPLC18,Potential/Imaginary,,1
Poke Doke,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPL15,Marked/Current,,1
Police (unmarked),Personal Site,MOHM14,Marked/Current,,1
Pollution,Waterways and Geological Features,MZSPE9,Marked/Current,,1
Poplar Street Bridge,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPG11,Marked/Current,,1
Pops,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPG11,Marked/Current,,1
Potomac St,"""Infrastructure (Streets, Highways, Water Tower)""",MOHM17,Marked/Current,,1
Powder Valley Nature Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGPF26,Marked/Current,,1
Powell Hall,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPA18,MZSPB18,TGFM9,SFSLB16,SFSL27,SFSL21,MTHS10,CAML11",Marked/Current,,8
Pride Memorial,"""Artwork (Statue, Sculpture)""",SLAM14,Potential/Imaginary,,1
Prince of Peace M.B. Church,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CAML9,Marked/Current,,1
Probstein Golf Course (Forest Park),"""Park Space (Park, Garden, Tree, Skate Park)""",TGPF22,Marked/Current,,1
Progressive Emporium,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","OFRC2,OFRC9",Marked/Current,,2
Proposed Outreach Center for Every Neighborhood,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CSRF4,Potential/Imaginary,,1
Proposed Pruitt-Igoe Memorial Bird Sanctuary & Observation Tower,"""Park Space (Park, Garden, Tree, Skate Park)""",AGGA18,Potential/Imaginary,,1
Pruitt Igoe Housing Projects,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPE4,INDI10,TRNG7,MOHMB2,SFSLB16,WUEC12,WUEC14,MZSPJ1,MZSPJ2,WUECC7,AGGA18,CAML9,SLPLC13",Erased /Demolished,,13
Pruitt-Igoe (housing project),,SLPLB11,Erased /Demolished,,1
Pulitzer Arts Foundation,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPA12,MZSPC4,MZSPE10,MZSPE12,MZSPE13,MZSPB22,MZSPB24,MZSPB26,MZSPF5,MZSPF6,MZSPF14,PULS7,PULS21,TGFM9,MZSPL9,MZSPM8,PAFB1,PAFB2,PAFB3,CAML11",Marked/Current,,20
Quick Trip,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM13,Marked/Current,,1
Rabbit Sculpture (Washington University campus),"""Artwork (Statue, Sculpture)""",WCRC20,Marked/Current,,1
Racist Violence (unmarked),Personal Site,MOHM14,Marked/Current,,1
Ramp Riders Skatepark,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLA2,Marked/Current,,1
Record Exchange,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SLAM24,TGPF27",Marked/Current,,2
Recreate Native American Mounds,"""Park Space (Park, Garden, Tree, Skate Park)""",SLPLC18,Potential/Imaginary,,1
Reginald Hudlin House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES3,Marked/Current,,1
Restaurant (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPB4,TGEM6,MOHMD2",,,3
Restaurants (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES7,Potential/Imaginary,,1
Rev. Henry Armstrong Monument,"""Artwork (Statue, Sculpture)""",LPCM1,Potential/Imaginary,,1
Rice House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES4,Marked/Current,,1
Rich Racists,Personal Site,MZSPB21,Potential/Imaginary,,1
Ritenour High School,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPB3,Marked/Current,,1
Ritz Movie Theater,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",PULS12,Erased /Demolished,,1
River Boats,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WUEC9,Marked/Current,,1
River Des Peres,Waterways and Geological Features,"PULS15,SLAM4",Marked/Current,,2
River des Peres Greenway,"""Park Space (Park, Garden, Tree, Skate Park)""",SLPLA5,Marked/Current,,1
River Roads Mall,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHMB1,Erased /Demolished,,1
River Walk,Other Places,SFTF2,Potential/Imaginary,,1
River's Edge (Zoo),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM32,Marked/Current,,1
Riverboats,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPC4,MZSPE7,SLPLA6",Marked/Current,,3
Riverfront,Notable Site,"MZSPA15,LOOP1,SLAM4,WUEC9,WUEC15,MZSPJ1,SLPLA6,MOHMC9",Marked/Current,,8
Riverfront Trail,"""Infrastructure (Streets, Highways, Water Tower)""","TGEM2,MOBG2,WUECB13",Marked/Current,,3
Riverlands,"""Park Space (Park, Garden, Tree, Skate Park)""",SLPLC6,Marked/Current,,1
Riverview Blvd,"""Infrastructure (Streets, Highways, Water Tower)""","SFSLB19,LPCM2",Marked/Current,,2
Robata,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB1,Marked/Current,,1
Robert Stockton House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",INDI15,Marked/Current,,1
Robert Wadlow Statue,Notable Site,SLAM1,Marked/Current,,1
Rock Hollow Trail,"""Park Space (Park, Garden, Tree, Skate Park)""",SLPLC6,Marked/Current,,1
Rocket Jump,Personal Site,"UASC1,USAC8",Potential/Imaginary,,2
Rockwell Brewery,Notable Site,SLAM2,Marked/Current,,1
Rockwoods Reservation,"""Park Space (Park, Garden, Tree, Skate Park)""","MZSPB19,MZSPL2",Marked/Current,,2
Rooftop Church,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",PULS21,Marked/Current,,1
Rooftop Turn Up,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB10,Potential/Imaginary,,1
Roosevelt Theatre,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CAML9,Erased /Demolished,,1
Rooster,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSLB1,Marked/Current,,1
Rootwad Park,"""Park Space (Park, Garden, Tree, Skate Park)""",PULS9,Marked/Current,,1
Rosati-Kain,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM11,Marked/Current,,1
Rush Bowls,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",UASC2,Marked/Current,,1
Russell's on Macklind,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPC5,Marked/Current,,1
Ryan Hummert Memorial Park,"""Park Space (Park, Garden, Tree, Skate Park)""",MZSPH5,Marked/Current,,1
S 7th Street,"""Infrastructure (Streets, Highways, Water Tower)""","PULS14,CBOHA4",Marked/Current,,2
S 9th Street,"""Infrastructure (Streets, Highways, Water Tower)""",PULS14,Marked/Current,,1
Saint Bridget's Church,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","WUEC12,CAML9",Erased /Demolished,,2
Saint Charles Rock Road,"""Infrastructure (Streets, Highways, Water Tower)""",MZSPB3,Marked/Current,,1
Saint Louis Sign (at Lemay),"""Infrastructure (Streets, Highways, Water Tower)""",TGPF10,Marked/Current,,1
Saint Louis University,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPB24,MZSPB26,MZSPB35,SFSL2,SFSL15,SFSL27,SLAM33,SFSLB16,TGPF5,MOHM11,MOBG4,CAMF1,MZSPM4,PAFB1",Marked/Current,,14
Sainte Genevieve Winery,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGPF2,Marked/Current,,1
Saints Skating Rink,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHMB1,Erased /Demolished,,1
Samuel Cupples House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",INDI15,Marked/Current,,1
Sarah Lou,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","WUEC1,FPPCA3",Marked/Current,,2
Schlafly Tap Room,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL15,SLAM2,TGFM11",Marked/Current,,3
Schnucks,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL19,PULS5,MZSPK9",Marked/Current,,3
School (unmarked),Personal Site,"SFSLB11,SFSLB12,SFSLB13",Marked/Current,,3
School bus stop (unmarked),Personal Site,MOHM17,Marked/Current,,1
School for arts,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES7,Potential/Imaginary,,1
Schools (unmarked),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",HMES1,Marked/Current,,1
Scott Air Force Base,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WCRC7,Marked/Current,,1
Scott Joplin House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","INDI15,SFSLB17,TGPF3,MOHM21,WCRC7,SLPLB11",Marked/Current,,6
Scottish Rite Cathedral,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",CAMF3,Marked/Current,,1
Scripture Novelty Relief,"""Artwork (Statue, Sculpture)""",SLPLA1`,Potential/Imaginary,,1
Seafood City Supermarket,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA19,Marked/Current,,1
Sealtest Foods Ice cream,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA19,Erased /Demolished,,1
Serra Sculpture Park,"""Artwork (Statue, Sculpture)""",CSRF6,Marked/Current,,1
Shakespeare Glen,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL21,TGPF21",Marked/Current,,2
Shakespeare Statue (Tower Grove Park),"""Artwork (Statue, Sculpture)""",MOHM10,Marked/Current,,1
Shameless Grounds,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGPF35,Marked/Current,,1
Shaw Blvd,"""Infrastructure (Streets, Highways, Water Tower)""",MOBG10,Marked/Current,,1
Shaw Nature Reserve,"""Park Space (Park, Garden, Tree, Skate Park)""",SFSL5,Marked/Current,,1
Shaw Neighborhood,Neighborhood (Internal and External Lines),"MZSPE10,TRNG2,TGFM9",Marked/Current,,3
Sheldon Concert Hall and Art Galleries,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGFM9,Marked/Current,,1
Shelley House,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SFSL28,Marked/Current,,1
Shelley v. Kraemer (1948),Notable Site,"PULS16,SFSLB16,CSRF1",Marked/Current,,3
Shenandoah Avenue,"""Infrastructure (Streets, Highways, Water Tower)""",PULS8,Marked/Current,,1
Shoe of Shoes by Victoria Fuller,"""Artwork (Statue, Sculpture)""",MZSPK15,Marked/Current,,1
Shoney's Restaurant,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WUECC2,Erased /Demolished,,1
Shrewsbury,Other Places,MTHS5,Marked/Current,,1
Side Project Brewing,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","TGFM11,SLAM2",Marked/Current,,2
Silver Dollar City,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WCRC14,Marked/Current,,1
Sir Richard's Nite Club & Furniture Store,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",AGGA1,Erased /Demolished,,1
Six Flags,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","LOOP1,CRC7,SLAM1,WUEC16,TGPF27,UASC2,USAC4,WUECB7,WUECB8,AGGA4,AGGA7,AGGA8,WCRC14,TVBP9,TVBP11",Marked/Current,,15
Six Mile Bridge,Notable Site,SLAM2,Marked/Current,,1
SK8 Liborius Church,Other Places,MOBG8,Marked/Current,,1
Skate King,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","TVBP9,TVBP10",Marked/Current,,2
Skate ramp,"""Park Space (Park, Garden, Tree, Skate Park)""",MZSPB27,Marked/Current,,1
Skinker Blvd,"""Infrastructure (Streets, Highways, Water Tower)""","TRNG7,MZSPA18,SFSLB19,CAML1",Marked/Current,,4
Sky Zone,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",USAC9,Marked/Current,,1
Slave Market,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLAM19,Erased /Demolished,Bernard M. Lynch on Locust Street between Fourth and Fifth,1
Sobels,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",WUEC10,Erased /Demolished,,1
Soldiers Memorial,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","SFSL15,CAML8",Marked/Current,,2
Soliders Memorial Military Museum,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",LSRC6,Marked/Current,,1
Soulard Farmer's Market,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MTHS5,MZSPB21,INDI2,MZSPB12,PULS14,LSRC5,MZSPK6,TGPF5,TGPF3,CAML8",Marked/Current,,10
Soulard Market Park,"""Park Space (Park, Garden, Tree, Skate Park)""","PULS14,MZSPK11",Marked/Current,,2
Soulard Neighborhood,Neighborhood (Internal and External Lines),"INDI7,INDI15,SFSL2,SFSL41,TGFM9,JCLB1,MZSPG10",Marked/Current,,7
Soulard Place,"""Infrastructure (Streets, Highways, Water Tower)""",PULS14,Marked/Current,,1
South Compton Avenue,"""Infrastructure (Streets, Highways, Water Tower)""","MZSPA23,PULS8",Marked/Current,,2
South County,Other Places,"MTHS5,MZSPB12,SFSL41,TGPF8",Marked/Current,,4
South Grand,Other Places,"MTHS5,INDI2,SLAM17,SFSLB1,TGEM1,MZSPK4,MZSPK11,MOBG10,SLPLB9",Marked/Current,,9
South Grand Restaurants,Notable Site,,Marked/Current,,0
South Side ,Other Places,"TRNG4,LOOP14,SFSL27,PULS12,SFSLB3,JCLB10,CLSC1",Marked/Current,,7
Southern Illinois University Edwardsville (SIUE),"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",PULS7,Marked/Current,,1
Southtown Statue,"""Artwork (Statue, Sculpture)""",INDI1,Marked/Current,,1
Southwest Baptist Church,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOHM8,Marked/Current,,1
Southwest Diner,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",PULS20,Marked/Current,,1
Spanish Lake,Other Places,MOBG5,Marked/Current,,1
Spirit of St. Louis,"""Artwork (Statue, Sculpture)""",MZSPF6,Marked/Current,,1
Springdale,Other Places,FPPCA1,Marked/Current,,1
Square One,Notable Site,SLAM2,Marked/Current,,1
St Louis Community Release Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPB21,Marked/Current,,1
St. Alphonsus Liguori,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLA3,Marked/Current,,1
St. Ambrose on the Hill,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",TGFM10,Marked/Current,,1
St. Anthony of Padua ,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLA3,Marked/Current,,1
St. Charles,Other Places,"MZSPB33,SFSL40,MZSPG11",Marked/Current,,3
St. Charles Main Street,"""Infrastructure (Streets, Highways, Water Tower)""",CAML8,Marked/Current,,1
St. Clair Avenue,"""Infrastructure (Streets, Highways, Water Tower)""",INDI5,Marked/Current,,1
St. Francis de Sales,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","JCLB6,CLSC1,SLPLA3",Marked/Current,,3
St. Johns Crossing ,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPB3,Marked/Current,,1
St. Joseph Church,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",INDI15,Marked/Current,,1
St. Louis Argus,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA19,Marked/Current,,1
St. Louis Art Museum,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPA18,MZSPC2,MZSPC4,MTHS1,MTHS10,MZSPB18,MZSPF6,AHFS3,AHFS5,SFSL3,SFSL12,SFSL17,SFSL20,SFSL21,SFSL27,SFSL30,MZSPH5,PULS21,SLAM1,SLAM24,SLAM31,SFSLB1,SFSLB2,SFSLB15,SFSLB16,LSRC2,LSRC5,LSRC7,MZSPJ5,TGFM8,TGFM9,JCLB1,MZSPG10,MOHM5,MOHM10,TGPF22,TGPF37,MOBG4,WUECB2,CLSC1,MZSPL8,MOHMC1,CAML8,CAML10,TVBP3,SLPLB,MOHMD2,SLPLC5,SLPLC15,SLPLC16,SLPLC19,SLPLC20,MZSPO4,MZSPO5",Marked/Current,,54
St. Louis Ave,"""Infrastructure (Streets, Highways, Water Tower)""",AHFS3,Marked/Current,,1
St. Louis Black Rep ,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","AHFS7,OFRC2,CCFV7",Marked/Current,,3
St. Louis Community College,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPJ5,Marked/Current,,1
St. Louis County,Other Places,"CRC7,TGFM2,MZSPK6,CLSC1",Marked/Current,,4
St. Louis County Libraries,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MOBG3,Marked/Current,,1
St. Louis Islamic Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",SLPLA3,Marked/Current,,1
St. Louis Metro Police Department,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""","MZSPO4,MZSPO5",Marked/Current,,2
St. Louis Opera Theatre,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPA18,Marked/Current,,1
St. Louis Place,"""Park Space (Park, Garden, Tree, Skate Park)""",MZSPA15,Marked/Current,,1
St. Louis Place Park,"""Park Space (Park, Garden, Tree, Skate Park)""","WUEC15,CSRF6,SLPLB10",Marked/Current,,3
St. Louis Place Park Fountain,"""Artwork (Statue, Sculpture)""",SLPLB10,Marked/Current,,1
St. Louis Psychiatric Rehab Center,"""Institution/Building (University, School, Hospital, Museum, Prominent Sign)""",MZSPE5,Marked/Current,,1
St. Louis Public Dump,Notable Site,PULS11,Marked/Current,,1
